"","StudyID","ExperimentID","GroupID","EffectID","Year","Author","Journal","Species","Native","Region","Lat","Long","MaintainCond","RearingCond","HabitatComplexity","FemaleStatus","Temp","Photoperiod","Blind","MorphType","MorphVarType","S_Mean","S_Var","S_N","L_Mean","L_Var","L_N","S_Range_low","S_Range_high","L_Range_low","L_Range_high","T_Mean","T_Var","T_Range_low","T_Range_high","T_N","F_Mean","F_Var","F_Range_low","F_Range_high","ExpTank_L","ExpTank_W","ExpTank_D","ExpTank_V","Tank_F_N","Tank_M_N","ExpType","ExpInteraction","ExpVar","ExpVarUnit","ExpVarSMean","ExpVarSVar","ExpVarLMean","ExpVarLVar","ExpVarType","TestStatType","TestStatValue","TestStatdf","TestStatp","TestDirection","DataLocation","DataSource","Publication","DataReporting","Raw","Notes","Quotes","X68","ES","ESVar","Tank_T_N","Tank_density","Tank_ratio","HabitatComplexity.B","Tank_density.C","Tank_ratio.C","Year.C","T_N.C","Temp.C","Photoperiod.C","HabitatComplexity.B.C"
"67","GAM13","EX41","GR40","ES67",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.173166666666699","3.8905425542804002","18.588000000000001","25.739000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.321254616260945,"N/A","0.53469554120342699","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B11",NA,NA,0.321254616260945,0.160848423551714,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"68","GAM13","EX41","GR40","ES68",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.173166666666699","3.8905425542804002","18.588000000000001","25.739000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.207019667802706,"N/A","0.69390663403456998","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B11",NA,NA,0.216366207479738,0.181712582110474,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"69","GAM13","EX42","GR41","ES69",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.0773333333333","3.8877416923796102","18.515000000000001","25.628","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.0747135366217968,"N/A","0.88813822475269","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B12",NA,NA,-0.0747135366217968,0.1977733869743,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"70","GAM13","EX42","GR41","ES70",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.0773333333333","3.8877416923796102","18.515000000000001","25.628","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",-0.398526698493043,"N/A","0.433857660670177","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B12",NA,NA,-0.414314135035468,0.137230689374595,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"71","GAM13","EX43","GR42","ES71",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.9418333333333","3.8028661515581499","18.45","25.417999999999999","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.331441183976222,"N/A","0.52104317105542997","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B13",NA,NA,-0.331441183976222,0.158472244303558,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"72","GAM13","EX43","GR42","ES72",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.9418333333333","3.8028661515581499","18.45","25.417999999999999","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.207019667802706,"N/A","0.69390663403456998","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B13",NA,NA,0.216366207479738,0.181712582110474,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"73","GAM13","EX44","GR43","ES73",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.8683333333333","3.7749952935953002","18.411999999999999","25.350999999999999","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.747299098613293,"N/A","8.7718163410505104E-2","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B14",NA,NA,-0.747299098613293,0.0389922308918043,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"74","GAM13","EX44","GR43","ES74",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.8683333333333","3.7749952935953002","18.411999999999999","25.350999999999999","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",-0.621059003408119,"N/A","0.18818715983081599","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B14",NA,NA,-0.638969582159649,0.0700260082632149,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"75","GAM13","EX45","GR44","ES75",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.513166666666699","3.5111838127142598","18.28","24.757000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.0874971102811151,"N/A","0.86908926233030803","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B15",NA,NA,-0.0874971102811151,0.196949424361162,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"76","GAM13","EX45","GR44","ES76",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.513166666666699","3.5111838127142598","18.28","24.757000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0,"N/A","1","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B15",NA,NA,0,0.2,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"77","GAM13","EX46","GR45","ES77",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.765499999999999","3.0957276204472501","18.91","24.643999999999998","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.225198701994847,"N/A","0.66791236176972402","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B16",NA,NA,-0.225198701994847,0.180228609044836,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"78","GAM13","EX46","GR45","ES78",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.765499999999999","3.0957276204472501","18.91","24.643999999999998","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.414039335605413,"N/A","0.41443008250091701","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B16",NA,NA,0.430192702083569,0.132823562803036,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"79","GAM13","EX47","GR46","ES79",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.136333333333301","3.6435348038226101","17.792000000000002","24.495000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.706353452165201,"N/A","0.116682121998608","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B17",NA,NA,-0.706353452165201,0.0502131868829303,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"80","GAM13","EX47","GR46","ES80",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.136333333333301","3.6435348038226101","17.792000000000002","24.495000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",-0.621059003408119,"N/A","0.18818715983081599","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B17",NA,NA,-0.638969582159649,0.0700260082632149,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"81","GAM13","EX48","GR47","ES81",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.9956666666667","3.5752744603270199","17.695","24.28","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.491691814430269,"N/A","0.32189819148635201","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B18",NA,NA,0.491691814430269,0.114985324636937,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"82","GAM13","EX48","GR47","ES82",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.9956666666667","3.5752744603270199","17.695","24.28","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.130930734141595,"N/A","0.804726162223106","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B18",NA,NA,0.137002970606218,0.192562535601209,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"83","GAM13","EX49","GR48","ES83",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.883800000000001","2.90193869680254","18.68","24.030999999999999","5","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.420455697586033,"N/A","0.480879572397165","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B19",NA,NA,0.420455697586033,0.169421559893143,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-30.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"84","GAM13","EX49","GR48","ES84",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.883800000000001","2.90193869680254","18.68","24.030999999999999","5","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.707106781186547,"N/A","0.181690113816209","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B19",NA,NA,0.723678816734167,0.0567127957859818,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-30.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"85","GAM13","EX50","GR49","ES85",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.167666666666701","3.8247110566246301","16.634","23.689","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.238880704978138,"N/A","0.64849468575745095","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B20",NA,NA,0.238880704978138,0.177825663334242,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"86","GAM13","EX50","GR49","ES86",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.167666666666701","3.8247110566246301","16.634","23.689","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.29277002188456,"N/A","0.57339225382535597","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","B20",NA,NA,0.3053887049564,0.164434665423676,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"87","GAM13","EX51","GR50","ES87",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.672000000000001","1.83683401536448","20.954999999999998","24.355","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.461819157224262,"N/A","0.35651895111646098","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C21",NA,NA,0.461819157224262,0.123786636521793,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"88","GAM13","EX51","GR50","ES88",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.672000000000001","1.83683401536448","20.954999999999998","24.355","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.392792202424786,"N/A","0.44111280912130402","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C21",NA,NA,0.408437391549104,0.138837414942737,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"89","GAM13","EX52","GR51","ES89",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.546500000000002","1.8017451262595401","20.846","24.204000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.0208144242443981,"N/A","0.96878287245665295","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C22",NA,NA,0.0208144242443981,0.199826741436774,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"90","GAM13","EX52","GR51","ES90",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.546500000000002","1.8017451262595401","20.846","24.204000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",-0.392792202424786,"N/A","0.44111280912130402","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C22",NA,NA,-0.408437391549104,0.138837414942737,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"91","GAM13","EX53","GR52","ES91",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.308333333333302","2.0100520059607101","20.422999999999998","24.167000000000002","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.352770550509929,"N/A","0.49279480339842802","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C23",NA,NA,0.352770550509929,0.153318589690762,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"92","GAM13","EX53","GR52","ES92",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.308333333333302","2.0100520059607101","20.422999999999998","24.167000000000002","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.828078671210825,"N/A","4.1794680456045299E-2","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C23",NA,NA,0.840246218579257,0.0172855879959802,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"93","GAM13","EX54","GR53","ES93",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.279","2.02597127324155","20.411999999999999","24.161000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.103172563826299,"N/A","0.84579026845831495","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C24",NA,NA,-0.103172563826299,0.19576483023725,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"94","GAM13","EX54","GR53","ES94",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.279","2.02597127324155","20.411999999999999","24.161000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",-0.207019667802706,"N/A","0.69390663403456998","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C24",NA,NA,-0.216366207479738,0.181712582110474,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"95","GAM13","EX55","GR54","ES95",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.137833333333301","2.0108114199662501","20.277999999999999","23.984000000000002","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.872546619968986,"N/A","2.33313465676852E-2","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C25",NA,NA,0.872546619968986,0.0113919478510495,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"96","GAM13","EX56","GR55","ES96",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.013666666666701","1.95916346093598","20.196000000000002","23.806000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.122708605288793,"N/A","0.816860928454617","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C26",NA,NA,0.122708605288793,0.194022384345097,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"97","GAM13","EX56","GR55","ES97",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.013666666666701","1.95916346093598","20.196000000000002","23.806000000000001","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","paternity probability","logical","N/A","N/A","N/A","N/A","SD","Spearman's rho",0.414039335605413,"N/A","0.41443008250091701","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C26",NA,NA,0.430192702083569,0.132823562803036,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"98","GAM13","EX57","GR56","ES98",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.888500000000001","2.0200984876980601","20.015999999999998","23.759","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.41687581093423,"N/A","0.41090975707604999","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C27",NA,NA,-0.41687581093423,0.136526099255469,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
"99","GAM13","EX58","GR57","ES99",2016,"Booksmythe","Nature_Communications","holbrooki","introduced","Western_Sydney,Australia","N/R","N/R","mixed-sex","lab","no","virgin","28","14","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.7053333333333","2.08476825250834","19.760999999999999","23.62","6","N/R","N/R","N/R","N/R","150","N/A","40","18840","8","6","Paternity","yes","number of offspring","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.0542718332715895,"N/A","0.91867217708674898","N/A","Supplementary Data 5","Supplementary","Unpublished","N/A","yes","C28",NA,NA,0.0542718332715895,0.198823562359136,14,0.743099787685775,0.75,0,-0.113906357594144,-0.899764150943396,4.49425287356325,-29.0833333333333,1.7234965034965,0.196153846153846,-0.10188679245283
